DateName,Date,Name,Session Type,Time,TD,Max Speed,MPM,HSD,Sprint Distance,Session RPE
43125Athlete 35,1/25/2018,Athlete 35,Match,61,5916,6,97,890,444,4
43125Athlete 16,1/25/2018,Athlete 16,Match,81,5984,7,74,1208,480,3
43125Athlete 22,1/25/2018,Athlete 22,Match,81,5984,8,74,1208,480,8
43125Athlete 33,1/25/2018,Athlete 33,Match,81,5984,8,74,1208,480,3
43125Athlete 39,1/25/2018,Athlete 39,Match,81,5984,6,74,1208,480,4
43125Athlete 11,1/25/2018,Athlete 11,Match,59,6227,9,106,1511,1074,2
43125Athlete 17,1/25/2018,Athlete 17,Match,59,6227,6,106,1511,1074,3
43125Athlete 23,1/25/2018,Athlete 23,Match,59,6227,8,106,1511,1074,7
43125Athlete 28,1/25/2018,Athlete 28,Match,59,6227,6,106,1511,1074,8
43125Athlete 34,1/25/2018,Athlete 34,Match,59,6227,9,106,1511,1074,3
43125Athlete 40,1/25/2018,Athlete 40,Match,59,6227,6,106,1511,1074,7
43125Athlete 01,1/25/2018,Athlete 01,Match,60,6833,8,114,880,294,3
43125Athlete 07,1/25/2018,Athlete 07,Match,60,6833,7,114,880,294,3
43125Athlete 15,1/25/2018,Athlete 15,Match,67,7034,6,105,1231,419,9
43125Athlete 21,1/25/2018,Athlete 21,Match,67,7034,6,105,1231,419,3
43125Athlete 27,1/25/2018,Athlete 27,Match,67,7034,6,105,1231,419,9
43125Athlete 31,1/25/2018,Athlete 31,Match,67,7034,9,105,1231,419,9
43125Athlete 37,1/25/2018,Athlete 37,Match,67,7034,6,105,1231,419,2
43125Athlete 03,1/25/2018,Athlete 03,Match,96,7391,7,77,1571,821,6
43125Athlete 10,1/25/2018,Athlete 10,Match,96,7391,9,77,1571,821,2
43125Athlete 12,1/25/2018,Athlete 12,Match,100,7676,7,77,1849,971,4
43125Athlete 18,1/25/2018,Athlete 18,Match,100,7676,7,77,1849,971,6
43125Athlete 24,1/25/2018,Athlete 24,Match,100,7676,6,77,1849,971,8
43125Athlete 05,1/25/2018,Athlete 05,Match,90,3334,7,37,661,333,4
43125Athlete 11,1/25/2018,Athlete 11,Match,90,3334,6,37,661,333,5
43125Athlete 17,1/25/2018,Athlete 17,Match,90,3334,8,37,661,333,2
43125Athlete 21,1/25/2018,Athlete 21,Match,90,3334,7,37,661,333,8
43125Athlete 27,1/25/2018,Athlete 27,Match,90,3334,7,37,661,333,9
43126Athlete 23,1/26/2018,Athlete 23,Technical,78,4315,7,55,437,122,5
43126Athlete 29,1/26/2018,Athlete 29,Technical,78,4315,7,55,437,122,7
43126Athlete 06,1/26/2018,Athlete 06,Technical,91,5250,6,58,226,25,5
43126Athlete 12,1/26/2018,Athlete 12,Technical,91,5250,6,58,226,25,7
43126Athlete 18,1/26/2018,Athlete 18,Technical,91,5250,8,58,226,25,7
43126Athlete 22,1/26/2018,Athlete 22,Technical,91,5250,7,58,226,25,8
43126Athlete 28,1/26/2018,Athlete 28,Technical,91,5250,9,58,226,25,3
43126Athlete 02,1/26/2018,Athlete 02,Technical,76,5340,7,70,609,276,9
43126Athlete 08,1/26/2018,Athlete 08,Technical,76,5340,8,70,609,276,4
43126Athlete 14,1/26/2018,Athlete 14,Technical,76,5340,8,70,609,276,5
43126Athlete 19,1/26/2018,Athlete 19,Technical,76,5340,6,70,609,276,3
43126Athlete 25,1/26/2018,Athlete 25,Technical,76,5340,6,70,609,276,9
43126Athlete 31,1/26/2018,Athlete 31,Technical,76,5340,7,70,609,276,8
43126Athlete 37,1/26/2018,Athlete 37,Technical,87,5576,9,64,624,137,4
43126Athlete 36,1/26/2018,Athlete 36,Technical,60,5629,7,94,512,180,9
43126Athlete 04,1/26/2018,Athlete 04,Technical,70,5784,9,83,724,83,8
43126Athlete 10,1/26/2018,Athlete 10,Technical,70,5784,7,83,724,83,3
43126Athlete 16,1/26/2018,Athlete 16,Technical,70,5784,6,83,724,83,3
43126Athlete 20,1/26/2018,Athlete 20,Technical,70,5784,7,83,724,83,8
43126Athlete 26,1/26/2018,Athlete 26,Technical,70,5784,6,83,724,83,7
43126Athlete 32,1/26/2018,Athlete 32,Technical,70,5784,9,83,724,83,2
43126Athlete 01,1/26/2018,Athlete 01,Technical,61,5916,8,97,890,444,6
43126Athlete 07,1/26/2018,Athlete 07,Technical,87,6224,8,72,1060,492,5
43126Athlete 13,1/26/2018,Athlete 13,Technical,87,6224,6,72,1060,492,8
43126Athlete 24,1/26/2018,Athlete 24,Technical,87,6224,9,72,1060,492,8
43126Athlete 30,1/26/2018,Athlete 30,Technical,87,6224,7,72,1060,492,8
43126Athlete 35,1/26/2018,Athlete 35,Technical,60,6810,8,114,1677,777,9
43126Athlete 40,1/26/2018,Athlete 40,Technical,60,6810,9,114,1677,777,2
43126Athlete 33,1/26/2018,Athlete 33,Technical,97,7203,9,74,1667,1132,2
43126Athlete 38,1/26/2018,Athlete 38,Technical,97,7203,9,74,1667,1132,3
43126Athlete 03,1/26/2018,Athlete 03,Technical,94,7654,6,81,1165,359,4
43126Athlete 09,1/26/2018,Athlete 09,Technical,94,7654,7,81,1165,359,6
43126Athlete 15,1/26/2018,Athlete 15,Technical,94,7654,6,81,1165,359,6
43126Athlete 34,1/26/2018,Athlete 34,Technical,70,7791,6,111,2122,998,2
43126Athlete 39,1/26/2018,Athlete 39,Technical,70,7791,6,111,2122,998,6
43126Athlete 01,1/26/2018,Athlete 01,Technical,76,2826,8,37,182,55,6
43126Athlete 07,1/26/2018,Athlete 07,Technical,76,2826,7,37,182,55,7
43126Athlete 11,1/26/2018,Athlete 11,Technical,76,2826,6,37,182,55,8
43126Athlete 17,1/26/2018,Athlete 17,Technical,76,2826,6,37,182,55,9
43126Athlete 36,1/26/2018,Athlete 36,Technical,62,3574,9,58,1001,454,6
43127Athlete 40,1/27/2018,Athlete 40,Technical,62,3574,8,58,1001,454,2
43127Athlete 23,1/27/2018,Athlete 23,Technical,48,4182,8,87,619,174,6
43127Athlete 28,1/27/2018,Athlete 28,Technical,48,4182,8,87,619,174,4
43127Athlete 33,1/27/2018,Athlete 33,Technical,48,4182,9,87,619,174,6
43127Athlete 38,1/27/2018,Athlete 38,Technical,48,4182,6,87,619,174,7
43127Athlete 24,1/27/2018,Athlete 24,Technical,65,4446,7,68,642,57,9
43127Athlete 29,1/27/2018,Athlete 29,Technical,65,4446,7,68,642,57,3
43127Athlete 34,1/27/2018,Athlete 34,Technical,65,4446,9,68,642,57,9
43127Athlete 13,1/27/2018,Athlete 13,Technical,89,5239,6,59,906,523,2
43127Athlete 19,1/27/2018,Athlete 19,Technical,89,5239,8,59,906,523,4
43127Athlete 03,1/27/2018,Athlete 03,Technical,87,5576,9,64,624,137,6
43127Athlete 14,1/27/2018,Athlete 14,Technical,87,5576,8,64,624,137,7
43127Athlete 20,1/27/2018,Athlete 20,Technical,87,5576,9,64,624,137,8
43127Athlete 02,1/27/2018,Athlete 02,Technical,60,5629,8,94,512,180,6
43127Athlete 08,1/27/2018,Athlete 08,Technical,60,5629,9,94,512,180,9
43127Athlete 12,1/27/2018,Athlete 12,Technical,60,5629,7,94,512,180,4
43127Athlete 18,1/27/2018,Athlete 18,Technical,60,5629,9,94,512,180,9
43127Athlete 26,1/27/2018,Athlete 26,Technical,100,6091,9,61,952,454,4
43127Athlete 31,1/27/2018,Athlete 31,Technical,100,6091,7,61,952,454,9
43127Athlete 37,1/27/2018,Athlete 37,Technical,100,6091,9,61,952,454,7
43127Athlete 06,1/27/2018,Athlete 06,Technical,60,6810,9,114,1677,777,5
43127Athlete 10,1/27/2018,Athlete 10,Technical,60,6810,7,114,1677,777,8
43127Athlete 16,1/27/2018,Athlete 16,Technical,60,6810,6,114,1677,777,4
43127Athlete 22,1/27/2018,Athlete 22,Technical,60,6810,7,114,1677,777,7
43127Athlete 27,1/27/2018,Athlete 27,Technical,82,7004,6,85,1360,719,9
43127Athlete 32,1/27/2018,Athlete 32,Technical,82,7004,7,85,1360,719,9
43127Athlete 04,1/27/2018,Athlete 04,Technical,97,7203,7,74,1667,1132,8
43127Athlete 09,1/27/2018,Athlete 09,Technical,97,7203,6,74,1667,1132,7
43127Athlete 15,1/27/2018,Athlete 15,Technical,97,7203,6,74,1667,1132,5
43127Athlete 21,1/27/2018,Athlete 21,Technical,97,7203,6,74,1667,1132,6
43127Athlete 25,1/27/2018,Athlete 25,Technical,87,7306,7,84,1709,913,9
43127Athlete 30,1/27/2018,Athlete 30,Technical,87,7306,7,84,1709,913,6
43127Athlete 35,1/27/2018,Athlete 35,Technical,87,7306,8,84,1709,913,4
43127Athlete 39,1/27/2018,Athlete 39,Technical,87,7306,8,84,1709,913,3
43127Athlete 05,1/27/2018,Athlete 05,Technical,70,7791,9,111,2122,998,6
43127Athlete 30,1/27/2018,Athlete 30,Technical,99,3141,6,32,37,12,6
43127Athlete 36,1/27/2018,Athlete 36,Technical,99,3141,7,32,37,12,4
43127Athlete 28,1/27/2018,Athlete 28,Technical,48,3347,8,70,567,215,5
43127Athlete 34,1/27/2018,Athlete 34,Technical,48,3347,8,70,567,215,8
43127Athlete 02,1/27/2018,Athlete 02,Technical,69,3543,8,51,172,64,6
43128Athlete 08,1/28/2018,Athlete 08,Conditioning,69,3543,8,51,172,64,6
43128Athlete 06,1/28/2018,Athlete 06,Conditioning,62,3574,9,58,1001,454,6
43128Athlete 04,1/28/2018,Athlete 04,Conditioning,48,4182,6,87,619,174,7
43128Athlete 10,1/28/2018,Athlete 10,Conditioning,48,4182,6,87,619,174,4
43128Athlete 40,1/28/2018,Athlete 40,Conditioning,76,5396,6,71,728,432,4
43128Athlete 01,1/28/2018,Athlete 01,Conditioning,100,6091,9,61,952,454,9
43128Athlete 07,1/28/2018,Athlete 07,Conditioning,100,6091,8,61,952,454,8
43128Athlete 15,1/28/2018,Athlete 15,Conditioning,88,6376,8,72,949,418,9
43128Athlete 20,1/28/2018,Athlete 20,Conditioning,88,6376,8,72,949,418,2
43128Athlete 25,1/28/2018,Athlete 25,Conditioning,88,6376,8,72,949,418,7
43128Athlete 29,1/28/2018,Athlete 29,Conditioning,88,6376,8,72,949,418,4
43128Athlete 35,1/28/2018,Athlete 35,Conditioning,88,6376,9,72,949,418,5
43128Athlete 13,1/28/2018,Athlete 13,Conditioning,92,6411,6,70,2202,493,8
43128Athlete 18,1/28/2018,Athlete 18,Conditioning,92,6411,6,70,2202,493,5
43128Athlete 23,1/28/2018,Athlete 23,Conditioning,92,6411,6,70,2202,493,6
43128Athlete 12,1/28/2018,Athlete 12,Conditioning,72,6816,9,95,997,463,7
43128Athlete 17,1/28/2018,Athlete 17,Conditioning,72,6816,8,95,997,463,5
43128Athlete 22,1/28/2018,Athlete 22,Conditioning,72,6816,8,95,997,463,2
43128Athlete 26,1/28/2018,Athlete 26,Conditioning,72,6816,8,95,997,463,6
43128Athlete 32,1/28/2018,Athlete 32,Conditioning,72,6816,9,95,997,463,9
43128Athlete 38,1/28/2018,Athlete 38,Conditioning,72,6816,8,95,997,463,2
43128Athlete 16,1/28/2018,Athlete 16,Conditioning,48,6817,8,142,1907,890,3
43128Athlete 21,1/28/2018,Athlete 21,Conditioning,48,6817,6,142,1907,890,6
43128Athlete 31,1/28/2018,Athlete 31,Conditioning,48,6817,6,142,1907,890,8
43128Athlete 37,1/28/2018,Athlete 37,Conditioning,48,6817,7,142,1907,890,3
43128Athlete 03,1/28/2018,Athlete 03,Conditioning,82,7004,7,85,1360,719,7
43128Athlete 09,1/28/2018,Athlete 09,Conditioning,82,7004,9,85,1360,719,6
43128Athlete 05,1/28/2018,Athlete 05,Conditioning,87,7306,8,84,1709,913,3
43128Athlete 11,1/28/2018,Athlete 11,Conditioning,87,7306,7,84,1709,913,7
43128Athlete 14,1/28/2018,Athlete 14,Conditioning,67,7472,6,112,1788,665,7
43128Athlete 19,1/28/2018,Athlete 19,Conditioning,67,7472,7,112,1788,665,4
43128Athlete 24,1/28/2018,Athlete 24,Conditioning,67,7472,7,112,1788,665,6
43128Athlete 27,1/28/2018,Athlete 27,Conditioning,67,7472,7,112,1788,665,8
43128Athlete 33,1/28/2018,Athlete 33,Conditioning,67,7472,8,112,1788,665,2
43128Athlete 39,1/28/2018,Athlete 39,Conditioning,67,7472,8,112,1788,665,7
43128Athlete 16,1/28/2018,Athlete 16,Conditioning,75,3786,6,50,615,214,2
43128Athlete 21,1/28/2018,Athlete 21,Conditioning,75,3786,6,50,615,214,7
43128Athlete 23,1/28/2018,Athlete 23,Conditioning,63,3926,9,62,198,70,2
43128Athlete 28,1/28/2018,Athlete 28,Conditioning,60,5376,8,90,629,91,4
43128Athlete 33,1/28/2018,Athlete 33,Conditioning,60,5376,9,90,629,91,8
43129Athlete 38,1/29/2018,Athlete 38,Tactical,60,5376,8,90,629,91,8
43129Athlete 05,1/29/2018,Athlete 05,Tactical,76,5396,7,71,728,432,9
43129Athlete 10,1/29/2018,Athlete 10,Tactical,76,5396,7,71,728,432,7
43129Athlete 14,1/29/2018,Athlete 14,Tactical,76,5396,8,71,728,432,3
43129Athlete 19,1/29/2018,Athlete 19,Tactical,76,5396,9,71,728,432,3
43129Athlete 25,1/29/2018,Athlete 25,Tactical,76,5396,7,71,728,432,7
43129Athlete 03,1/29/2018,Athlete 03,Tactical,69,5416,8,78,351,75,3
43129Athlete 08,1/29/2018,Athlete 08,Tactical,69,5416,6,78,351,75,8
43129Athlete 13,1/29/2018,Athlete 13,Tactical,69,5416,7,78,351,75,7
43129Athlete 17,1/29/2018,Athlete 17,Tactical,69,5416,7,78,351,75,8
43129Athlete 22,1/29/2018,Athlete 22,Tactical,69,5416,7,78,351,75,2
43129Athlete 04,1/29/2018,Athlete 04,Tactical,64,5726,7,89,1233,378,2
43129Athlete 09,1/29/2018,Athlete 09,Tactical,64,5726,6,89,1233,378,5
43129Athlete 18,1/29/2018,Athlete 18,Tactical,64,5726,8,89,1233,378,3
43129Athlete 24,1/29/2018,Athlete 24,Tactical,64,5726,6,89,1233,378,3
43129Athlete 30,1/29/2018,Athlete 30,Tactical,52,5948,9,114,558,103,2
43129Athlete 35,1/29/2018,Athlete 35,Tactical,52,5948,8,114,558,103,5
43129Athlete 40,1/29/2018,Athlete 40,Tactical,52,5948,8,114,558,103,9
43129Athlete 02,1/29/2018,Athlete 02,Tactical,88,6315,7,72,1104,421,5
43129Athlete 07,1/29/2018,Athlete 07,Tactical,88,6315,9,72,1104,421,8
43129Athlete 12,1/29/2018,Athlete 12,Tactical,88,6315,7,72,1104,421,6
43129Athlete 15,1/29/2018,Athlete 15,Tactical,88,6315,6,72,1104,421,4
43129Athlete 20,1/29/2018,Athlete 20,Tactical,88,6315,9,72,1104,421,6
43129Athlete 26,1/29/2018,Athlete 26,Tactical,88,6315,7,72,1104,421,4
43129Athlete 31,1/29/2018,Athlete 31,Tactical,88,6333,7,72,1380,792,7
43129Athlete 36,1/29/2018,Athlete 36,Tactical,88,6333,6,72,1380,792,2
43129Athlete 27,1/29/2018,Athlete 27,Tactical,53,6446,7,122,847,314,4
43129Athlete 32,1/29/2018,Athlete 32,Tactical,53,6446,8,122,847,314,5
43129Athlete 37,1/29/2018,Athlete 37,Tactical,53,6446,9,122,847,314,4
43129Athlete 29,1/29/2018,Athlete 29,Tactical,82,7071,7,86,1700,801,4
43129Athlete 34,1/29/2018,Athlete 34,Tactical,82,7071,8,86,1700,801,4
43129Athlete 39,1/29/2018,Athlete 39,Tactical,82,7071,8,86,1700,801,3
43129Athlete 01,1/29/2018,Athlete 01,Tactical,55,8469,9,154,1310,492,3
43129Athlete 06,1/29/2018,Athlete 06,Tactical,55,8469,9,154,1310,492,4
43129Athlete 11,1/29/2018,Athlete 11,Tactical,55,8469,7,154,1310,492,8
43129Athlete 03,1/29/2018,Athlete 03,Tactical,57,3205,7,56,622,279,3
43129Athlete 08,1/29/2018,Athlete 08,Tactical,57,3205,9,56,622,279,7
43129Athlete 29,1/29/2018,Athlete 29,Tactical,89,3272,6,37,504,215,3
43129Athlete 34,1/29/2018,Athlete 34,Tactical,89,3272,7,37,504,215,8
43129Athlete 13,1/29/2018,Athlete 13,Tactical,99,4046,8,41,287,30,4
43130Athlete 18,1/30/2018,Athlete 18,Match,99,4046,7,41,287,30,7
43130Athlete 23,1/30/2018,Athlete 23,Match,99,4046,6,41,287,30,9
43130Athlete 27,1/30/2018,Athlete 27,Match,99,4046,8,41,287,30,7
43130Athlete 32,1/30/2018,Athlete 32,Match,99,4046,7,41,287,30,7
43130Athlete 37,1/30/2018,Athlete 37,Match,99,4046,6,41,287,30,2
43130Athlete 16,1/30/2018,Athlete 16,Match,98,5728,9,58,374,74,5
43130Athlete 21,1/30/2018,Athlete 21,Match,98,5728,6,58,374,74,2
43130Athlete 26,1/30/2018,Athlete 26,Match,98,5728,7,58,374,74,7
43130Athlete 30,1/30/2018,Athlete 30,Match,98,5728,6,58,374,74,6
43130Athlete 35,1/30/2018,Athlete 35,Match,98,5728,8,58,374,74,3
43130Athlete 04,1/30/2018,Athlete 04,Match,52,5948,6,114,558,103,7
43130Athlete 09,1/30/2018,Athlete 09,Match,52,5948,9,114,558,103,7
43130Athlete 17,1/30/2018,Athlete 17,Match,85,5988,9,70,1258,540,8
43130Athlete 22,1/30/2018,Athlete 22,Match,85,5988,6,70,1258,540,3
43130Athlete 31,1/30/2018,Athlete 31,Match,85,5988,7,70,1258,540,5
43130Athlete 36,1/30/2018,Athlete 36,Match,85,5988,7,70,1258,540,9
43130Athlete 39,1/30/2018,Athlete 39,Match,65,6156,8,95,1383,837,2
43130Athlete 05,1/30/2018,Athlete 05,Match,88,6333,8,72,1380,792,2
43130Athlete 10,1/30/2018,Athlete 10,Match,88,6333,6,72,1380,792,9
43130Athlete 01,1/30/2018,Athlete 01,Match,53,6446,8,122,847,314,8
43130Athlete 06,1/30/2018,Athlete 06,Match,53,6446,7,122,847,314,4
43130Athlete 11,1/30/2018,Athlete 11,Match,53,6446,9,122,847,314,5
43130Athlete 15,1/30/2018,Athlete 15,Match,89,6527,6,73,1540,680,4
43130Athlete 20,1/30/2018,Athlete 20,Match,89,6527,6,73,1540,680,9
43130Athlete 25,1/30/2018,Athlete 25,Match,89,6527,7,73,1540,680,2
43130Athlete 28,1/30/2018,Athlete 28,Match,89,6527,7,73,1540,680,9
43130Athlete 33,1/30/2018,Athlete 33,Match,89,6527,7,73,1540,680,9
43130Athlete 38,1/30/2018,Athlete 38,Match,89,6527,9,73,1540,680,2
43130Athlete 40,1/30/2018,Athlete 40,Match,55,6559,6,119,1168,251,8
43130Athlete 02,1/30/2018,Athlete 02,Match,82,7071,8,86,1700,801,4
43130Athlete 07,1/30/2018,Athlete 07,Match,82,7071,6,86,1700,801,3
43130Athlete 12,1/30/2018,Athlete 12,Match,82,7071,7,86,1700,801,2
43130Athlete 14,1/30/2018,Athlete 14,Match,97,7944,7,82,1721,631,9
43130Athlete 19,1/30/2018,Athlete 19,Match,97,7944,9,82,1721,631,3
43130Athlete 24,1/30/2018,Athlete 24,Match,97,7944,7,82,1721,631,2
43130Athlete 14,1/30/2018,Athlete 14,Match,53,3504,7,66,496,231,8
43130Athlete 19,1/30/2018,Athlete 19,Match,53,3504,8,66,496,231,8
43130Athlete 38,1/30/2018,Athlete 38,Match,58,3521,9,61,730,368,2
43130Athlete 25,1/30/2018,Athlete 25,Match,85,4039,9,48,308,70,9
43130Athlete 29,1/30/2018,Athlete 29,Match,85,4039,8,48,308,70,5
43131Athlete 34,1/31/2018,Athlete 34,Technical,85,4039,7,48,308,70,3
43131Athlete 37,1/31/2018,Athlete 37,Technical,85,4039,6,48,308,70,9
43131Athlete 01,1/31/2018,Athlete 01,Technical,75,5111,8,68,226,54,5
43131Athlete 06,1/31/2018,Athlete 06,Technical,75,5111,6,68,226,54,4
43131Athlete 11,1/31/2018,Athlete 11,Technical,75,5111,8,68,226,54,6
43131Athlete 15,1/31/2018,Athlete 15,Technical,75,5111,6,68,226,54,5
43131Athlete 20,1/31/2018,Athlete 20,Technical,75,5111,9,68,226,54,9
43131Athlete 26,1/31/2018,Athlete 26,Technical,80,5505,8,69,333,66,8
43131Athlete 30,1/31/2018,Athlete 30,Technical,80,5505,7,69,333,66,7
43131Athlete 35,1/31/2018,Athlete 35,Technical,80,5505,8,69,333,66,2
43131Athlete 39,1/31/2018,Athlete 39,Technical,80,5505,8,69,333,66,9
43131Athlete 02,1/31/2018,Athlete 02,Technical,45,5630,8,125,1186,472,2
43131Athlete 07,1/31/2018,Athlete 07,Technical,45,5630,9,125,1186,472,5
43131Athlete 16,1/31/2018,Athlete 16,Technical,45,5630,7,125,1186,472,3
43131Athlete 21,1/31/2018,Athlete 21,Technical,45,5630,8,125,1186,472,6
43131Athlete 04,1/31/2018,Athlete 04,Technical,51,6081,9,119,888,247,2
43131Athlete 09,1/31/2018,Athlete 09,Technical,51,6081,8,119,888,247,2
43131Athlete 24,1/31/2018,Athlete 24,Technical,100,6100,9,61,1147,669,3
43131Athlete 28,1/31/2018,Athlete 28,Technical,100,6100,9,61,1147,669,4
43131Athlete 32,1/31/2018,Athlete 32,Technical,100,6100,6,61,1147,669,2
43131Athlete 36,1/31/2018,Athlete 36,Technical,100,6100,9,61,1147,669,4
43131Athlete 03,1/31/2018,Athlete 03,Technical,65,6156,9,95,1383,837,4
43131Athlete 08,1/31/2018,Athlete 08,Technical,65,6156,7,95,1383,837,9
43131Athlete 12,1/31/2018,Athlete 12,Technical,65,6156,9,95,1383,837,2
43131Athlete 17,1/31/2018,Athlete 17,Technical,65,6156,9,95,1383,837,2
43131Athlete 22,1/31/2018,Athlete 22,Technical,65,6156,8,95,1383,837,4
43131Athlete 27,1/31/2018,Athlete 27,Technical,91,6426,7,71,1134,371,5
43131Athlete 31,1/31/2018,Athlete 31,Technical,91,6426,7,71,1134,371,4
43131Athlete 40,1/31/2018,Athlete 40,Technical,91,6426,6,71,1134,371,6
43131Athlete 05,1/31/2018,Athlete 05,Technical,55,6559,9,119,1168,251,3
43131Athlete 10,1/31/2018,Athlete 10,Technical,55,6559,9,119,1168,251,5
43131Athlete 13,1/31/2018,Athlete 13,Technical,55,6559,8,119,1168,251,4
43131Athlete 18,1/31/2018,Athlete 18,Technical,55,6559,6,119,1168,251,9
43131Athlete 23,1/31/2018,Athlete 23,Technical,55,6559,7,119,1168,251,7
43131Athlete 33,1/31/2018,Athlete 33,Technical,83,7466,6,90,1078,524,3
43131Athlete 03,1/31/2018,Athlete 03,Technical,58,3521,9,61,730,368,7
43131Athlete 02,1/31/2018,Athlete 02,Technical,85,4039,8,48,308,70,6
43131Athlete 07,1/31/2018,Athlete 07,Technical,85,4039,9,48,308,70,6
43131Athlete 10,1/31/2018,Athlete 10,Technical,78,5048,6,65,223,77,2
43131Athlete 14,1/31/2018,Athlete 14,Technical,78,5048,9,65,223,77,4
43132Athlete 18,2/1/2018,Athlete 18,Technical,78,5048,9,65,223,77,7
43132Athlete 22,2/1/2018,Athlete 22,Technical,78,5048,9,65,223,77,8
43132Athlete 27,2/1/2018,Athlete 27,Technical,78,5048,8,65,223,77,6
43132Athlete 04,2/1/2018,Athlete 04,Technical,80,5505,7,69,333,66,2
43132Athlete 33,2/1/2018,Athlete 33,Technical,97,5563,9,57,751,293,4
43132Athlete 37,2/1/2018,Athlete 37,Technical,97,5563,9,57,751,293,9
43132Athlete 01,2/1/2018,Athlete 01,Technical,100,6100,6,61,1147,669,9
43132Athlete 06,2/1/2018,Athlete 06,Technical,100,6100,6,61,1147,669,8
43132Athlete 32,2/1/2018,Athlete 32,Technical,70,6324,7,90,860,116,2
43132Athlete 36,2/1/2018,Athlete 36,Technical,70,6324,8,90,860,116,7
43132Athlete 40,2/1/2018,Athlete 40,Technical,70,6324,9,90,860,116,8
43132Athlete 05,2/1/2018,Athlete 05,Technical,91,6426,7,71,1134,371,6
43132Athlete 34,2/1/2018,Athlete 34,Technical,76,6450,7,85,1444,684,2
43132Athlete 38,2/1/2018,Athlete 38,Technical,76,6450,6,85,1444,684,4
43132Athlete 11,2/1/2018,Athlete 11,Technical,90,6597,7,73,1359,563,6
43132Athlete 15,2/1/2018,Athlete 15,Technical,90,6597,6,73,1359,563,6
43132Athlete 23,2/1/2018,Athlete 23,Technical,90,6597,8,73,1359,563,7
43132Athlete 28,2/1/2018,Athlete 28,Technical,90,6597,8,73,1359,563,2
43132Athlete 31,2/1/2018,Athlete 31,Technical,94,6865,9,73,995,418,5
43132Athlete 35,2/1/2018,Athlete 35,Technical,94,6865,8,73,995,418,8
43132Athlete 39,2/1/2018,Athlete 39,Technical,94,6865,6,73,995,418,3
43132Athlete 08,2/1/2018,Athlete 08,Technical,60,6967,8,116,965,444,7
43132Athlete 12,2/1/2018,Athlete 12,Technical,60,6967,8,116,965,444,9
43132Athlete 16,2/1/2018,Athlete 16,Technical,60,6967,6,116,965,444,8
43132Athlete 19,2/1/2018,Athlete 19,Technical,60,6967,6,116,965,444,8
43132Athlete 24,2/1/2018,Athlete 24,Technical,60,6967,6,116,965,444,5
43132Athlete 29,2/1/2018,Athlete 29,Technical,60,6967,9,116,965,444,3
43132Athlete 09,2/1/2018,Athlete 09,Technical,65,7455,9,115,2082,1164,8
43132Athlete 13,2/1/2018,Athlete 13,Technical,65,7455,8,115,2082,1164,8
43132Athlete 17,2/1/2018,Athlete 17,Technical,65,7455,9,115,2082,1164,7
43132Athlete 20,2/1/2018,Athlete 20,Technical,65,7455,7,115,2082,1164,8
43132Athlete 25,2/1/2018,Athlete 25,Technical,65,7455,8,115,2082,1164,5
43132Athlete 30,2/1/2018,Athlete 30,Technical,65,7455,8,115,2082,1164,8
43132Athlete 21,2/1/2018,Athlete 21,Technical,100,8038,8,80,2214,670,6
43132Athlete 26,2/1/2018,Athlete 26,Technical,100,8038,8,80,2214,670,3
43132Athlete 35,2/1/2018,Athlete 35,Technical,62,587,8,9,73,18,4
43132Athlete 13,2/1/2018,Athlete 13,Technical,65,2435,8,37,678,394,2
43132Athlete 17,2/1/2018,Athlete 17,Technical,65,2435,9,37,678,394,6
43132Athlete 21,2/1/2018,Athlete 21,Technical,65,2435,7,37,678,394,3
43132Athlete 24,2/1/2018,Athlete 24,Technical,65,2435,6,37,678,394,3
43133Athlete 28,2/2/2018,Athlete 28,Conditioning,65,2435,9,37,678,394,7
43133Athlete 32,2/2/2018,Athlete 32,Conditioning,65,2435,6,37,678,394,4
43133Athlete 40,2/2/2018,Athlete 40,Conditioning,53,2783,8,53,88,43,7
43133Athlete 36,2/2/2018,Athlete 36,Conditioning,74,4808,9,65,434,146,7
43133Athlete 37,2/2/2018,Athlete 37,Conditioning,86,5086,6,59,1294,630,9
43133Athlete 34,2/2/2018,Athlete 34,Conditioning,59,5410,9,92,751,409,4
43133Athlete 01,2/2/2018,Athlete 01,Conditioning,97,5563,9,57,751,293,6
43133Athlete 04,2/2/2018,Athlete 04,Conditioning,97,5563,8,57,751,293,8
43133Athlete 09,2/2/2018,Athlete 09,Conditioning,97,5563,8,57,751,293,3
43133Athlete 16,2/2/2018,Athlete 16,Conditioning,63,6244,7,99,1116,374,6
43133Athlete 20,2/2/2018,Athlete 20,Conditioning,63,6244,8,99,1116,374,8
43133Athlete 27,2/2/2018,Athlete 27,Conditioning,63,6244,8,99,1116,374,3
43133Athlete 31,2/2/2018,Athlete 31,Conditioning,63,6244,9,99,1116,374,5
43133Athlete 03,2/2/2018,Athlete 03,Conditioning,70,6324,6,90,860,116,4
43133Athlete 07,2/2/2018,Athlete 07,Conditioning,70,6324,6,90,860,116,9
43133Athlete 12,2/2/2018,Athlete 12,Conditioning,70,6324,9,90,860,116,7
43133Athlete 05,2/2/2018,Athlete 05,Conditioning,76,6450,7,85,1444,684,5
43133Athlete 10,2/2/2018,Athlete 10,Conditioning,76,6450,8,85,1444,684,8
